R,k,p_k,p_k1,digits_N,F,f,u_up,u_dn,ncand_up,ncand_dn,q_k,T_up,T_dn
1,18,61,67,23.1,109,89,0.626866,0.328358,11,6,1.43066053e-01,1.573727,0.858396
1,19,67,71,24.9,89,101,0.253521,0.422535,5,7,1.34580813e-01,0.672904,0.942066
1,20,71,73,26.7,103,127,0.410959,0.739726,7,11,1.27055348e-01,0.889387,1.397609
1,21,73,79,28.6,79,97,0.0,0.227848,1,4,1.20430142e-01,0.12043,0.481721
1,22,79,83,30.5,151,83,0.819277,0.0,14,1,1.14387095e-01,1.601419,0.114387
1,23,83,89,32.4,197,89,1.213483,0.0,22,1,1.08929824e-01,2.396456,0.10893
1,24,89,97,34.4,101,97,0.041237,0.0,2,1,1.03920290e-01,0.207841,0.10392
1,25,97,101,36.4,103,251,0.019802,1.485149,2,29,9.92657011e-02,0.198531,2.878705
1,26,101,103,38.4,233,131,1.262136,0.271845,25,6,9.50207985e-02,2.37552,0.570125
1,27,103,107,40.4,223,113,1.084112,0.056075,21,3,9.11693929e-02,1.914557,0.273508
1,28,107,109,42.4,127,151,0.165138,0.385321,3,8,8.76256586e-02,0.262877,0.701005
1,29,109,113,44.4,223,263,0.973451,1.327434,19,27,8.43830795e-02,1.603279,2.278343
1,30,113,127,46.5,191,251,0.503937,0.976378,13,24,8.13775199e-02,1.057908,1.95306
1,31,127,131,48.6,163,223,0.244275,0.70229,7,17,7.84729989e-02,0.549311,1.334041
1,32,131,137,50.7,229,179,0.671533,0.306569,18,9,7.57756964e-02,1.363963,0.681981
1,33,137,139,52.9,643,389,3.625899,1.798561,84,44,7.32471848e-02,6.152764,3.222876
1,34,139,149,55.0,239,281,0.604027,0.885906,18,26,7.09033172e-02,1.27626,1.843486
1,35,149,151,57.2,157,151,0.039735,0.0,2,1,6.86691372e-02,0.137338,0.068669
1,36,151,157,59.4,167,197,0.063694,0.254777,3,9,6.65891238e-02,0.199767,0.599302
1,37,157,163,61.5,439,173,1.693252,0.06135,48,3,6.46250190e-02,3.102001,0.193875
1,38,163,167,63.8,239,239,0.431138,0.431138,14,14,6.27679296e-02,0.878751,0.878751
1,39,167,173,66.0,199,233,0.150289,0.346821,7,12,6.10189187e-02,0.427132,0.732227
1,40,173,179,68.2,191,191,0.067039,0.067039,3,3,5.93602849e-02,0.178081,0.178081
1,41,179,181,70.5,199,223,0.099448,0.232044,5,7,5.77855434e-02,0.288928,0.404499
1,42,181,191,72.7,383,223,1.005236,0.167539,34,6,5.63028889e-02,1.914298,0.337817
1,43,191,193,75.0,233,293,0.207254,0.518135,8,19,5.48781270e-02,0.439025,1.042684
1,44,193,197,77.3,751,593,2.812183,2.010152,89,64,5.35328720e-02,4.764426,3.426104
1,45,197,199,79.6,313,293,0.572864,0.472362,20,17,5.22549117e-02,1.045098,0.888333
1,46,199,211,81.9,773,457,2.663507,1.165877,91,42,5.10445308e-02,4.645052,2.14387
1,47,211,223,84.2,607,227,1.721973,0.017937,64,2,4.98721167e-02,3.191815,0.099744
1,48,223,227,86.6,313,311,0.378855,0.370044,17,16,4.87377534e-02,0.828542,0.779804
1,49,227,229,88.9,383,373,0.672489,0.628821,27,25,4.76563471e-02,1.286721,1.191409
1,50,229,233,91.3,293,257,0.257511,0.103004,12,5,4.66279240e-02,0.559535,0.23314
1,51,233,239,93.6,443,307,0.853556,0.284519,35,12,4.56451031e-02,1.597579,0.547741
1,52,239,241,96.0,331,313,0.373444,0.298755,15,13,4.47015923e-02,0.670524,0.581121
1,53,241,251,98.4,283,607,0.12749,1.418327,8,58,4.38013185e-02,0.350411,2.540476
1,54,251,257,100.8,277,347,0.077821,0.350195,5,15,4.29296889e-02,0.214648,0.643945
1,55,257,263,103.2,271,317,0.030418,0.205323,3,11,4.20911448e-02,0.126273,0.463003
1,56,263,269,105.6,401,307,0.490706,0.141264,23,7,4.12838925e-02,0.94953,0.288987
1,57,269,271,108.1,307,677,0.132841,1.498155,6,66,4.05062617e-02,0.243038,2.673413
1,58,271,277,110.5,331,467,0.194946,0.685921,9,33,3.97611269e-02,0.35785,1.312117
1,59,277,281,112.9,379,317,0.348754,0.128114,16,7,3.90422089e-02,0.624675,0.273295
1,60,281,283,115.4,491,431,0.734982,0.522968,34,23,3.83501794e-02,1.303906,0.882054
1,61,283,293,117.8,331,479,0.129693,0.634812,6,31,3.76854514e-02,0.226113,1.168249
1,62,293,307,120.3,311,509,0.013029,0.65798,2,35,3.70391554e-02,0.074078,1.29637
1,63,307,311,122.8,397,601,0.276527,0.932476,15,47,3.64075568e-02,0.546113,1.711155
1,64,311,313,125.3,331,331,0.057508,0.057508,3,3,3.57983038e-02,0.107395,0.107395
1,65,313,317,127.8,353,379,0.113565,0.195584,6,10,3.52116923e-02,0.21127,0.352117
1,66,317,331,130.3,419,523,0.265861,0.58006,15,33,3.46450397e-02,0.519676,1.143286
1,67,331,337,132.8,421,449,0.249258,0.332344,15,20,3.40906902e-02,0.51136,0.681814
1,68,337,347,135.3,883,367,1.544669,0.057637,85,5,3.35535464e-02,2.852051,0.167768
1,69,347,349,137.9,547,1163,0.567335,2.332378,32,123,3.30305141e-02,1.056976,4.062753
1,70,349,353,140.4,1381,449,2.912181,0.271955,151,17,3.25255601e-02,4.91136,0.552935
1,71,353,359,143.0,457,443,0.272981,0.233983,17,15,3.20366799e-02,0.544624,0.48055
1,72,359,367,145.5,457,499,0.245232,0.359673,16,23,3.15620862e-02,0.504993,0.725928
1,73,367,373,148.1,373,373,0.0,0.0,1,1,3.11002083e-02,0.0311,0.0311
1,74,373,379,150.7,421,467,0.110818,0.23219,8,17,3.06515039e-02,0.245212,0.521076
1,75,379,383,153.2,409,619,0.067885,0.616188,5,39,3.02154258e-02,0.151077,1.178402
1,76,383,389,155.8,1061,599,1.727506,0.539846,102,33,2.97922939e-02,3.038814,0.983146
1,77,389,397,158.4,523,691,0.31738,0.740554,22,48,2.93807245e-02,0.646376,1.410275
1,78,397,401,161.0,499,443,0.244389,0.104738,17,8,2.89794918e-02,0.492651,0.231836
1,79,401,409,163.6,619,449,0.513447,0.0978,35,8,2.85897062e-02,1.00064,0.228718
1,80,409,419,166.2,727,1123,0.735084,1.680191,49,108,2.82094698e-02,1.382264,3.046623
1,81,419,421,168.8,457,439,0.085511,0.042755,7,4,2.78378054e-02,0.194865,0.111351
